name,n_beds,distance_text,distance_value,duration_in_traffic_text,duration_in_traffic_value,duration_text,duration_value,full_direction,gps,internal_url,external_url,mobile,phone,price,description
Gite de la Sansonnette,60,200 km,199795,2 hours 25 mins,8681,2 hours 12 mins,7913,"470 Vicquetuit, 76450 Bosville, France","49.763089, 0.667942",http://www.grandsgites.com/gite-76-sansonnette-2575.htm,,06.12.82.33.80,02.35.57.04.72,Gestion libre : None Demi-pension : 25 € Pension complète : 31 €  Taxe de séjour : Incluse Location draps : 5 € Ménage fin de séjour : 100 € Animaux : Admis Chèques vacances : Non,"
Le Gite de la Sansonnette est une ancienne bergerie d'une architecture en brique et silex typique du pays de Caux. Cette ancienne bergerie se situe dans un ancien corps de ferme traditionnel de 2,5 ha appelé cour-masure. Cette cour est plantée de pommiers à cidre où pâturent les animaux. Avec sa mare à canards et les talus de hêtres qui délimitent la cour de ferme, cette cour-masure est un exemple du paysage typique cauchois unique en Europe. Service traiteur sur place."
Gite de la Forêt,49,139 km,139234,1 hour 50 mins,6588,1 hour 37 mins,5839,"7 Rue des Déserts, 27670 Saint-Ouen-du-Tilleul, France","49.309022,0.936302",http://www.grandsgites.com/gite-27-foret-1146.htm,,06.12.73.53.39,02.35.78.62.64,Gestion libre : None  Autres infos : Tarifs ci-dessus pour la salle + 42 couchages.  Taxe de séjour : Incluse Location draps : 3 à 5 € Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Oui,"
Gîte de groupes labellisé Gîte de France. Situé à la campagne entre Elbeuf (76) et Bourgthéroulde (27). Au rez de chaussée, vous trouvez une salle de réception de 150 m² pouvant accueillir jusqu'à 100 personnes assises pour des réceptions à caractère familial. Nous vous fournissons les tables, chaises et la vaisselle pour 100 personnes. Vous disposez de 2 WC. Accolé à la salle, vous trouvez un studio accessible aux personnes à mobilité réduite et pouvant accueillir jusqu'à 7 personnes. A l'étage, vous trouverez 9 chambres de 2 à 8 personnes équipées de sanitaires privatifs pour six d'entre elles et d'un sanitaire collectif pour les trois autres. Nous vous fournissons les draps housse, les taies d'oreillers et les oreillers, les couvertures et dessus de lit. Le forfait ménage est inclus dans nos prix. Le gîte jouxte un centre équestre. Possibilité de faire monter les enfants sur réservation."
La Ferme de la Poterie,22,168 km,167892,1 hour 56 mins,6974,1 hour 44 mins,6231,"La Poterie, 27290 Pont-Authou, France","49.249998,0.707818",http://www.grandsgites.com/gite-27-ferme-poterie-1154.htm,,06.81.36.52.67,02.32.57.50.11,Gestion libre : None  Taxe de séjour : None Location draps : 5/7 € Ménage fin de séjour : 100 € Animaux : Admis Chèques vacances : Non,"
En bord de forêt domaniale, entouré par les chevaux dans leurs pâtures, la Ferme de la Poterie accueille ses hôtes dans une maison du 18ème siècle entièrement rénovée, pour accueillir les groupes et les familles désireuses de prendre un peu de repos et de bon temps. Pour votre confort une cuisine entièrement équipée, une salle à manger de 30 personnes, et un salon avec cheminée. Mais surtout 7 chambres avec salle de bain privative."
La Hêtraie,29,171 km,171290,2 hours 8 mins,7664,1 hour 55 mins,6918,"402 Rue de l'Église, 76760 Ectot-l'Auber, France","49.6505983,0.9296858",http://www.grandsgites.com/gite-76-la-hetraie-407.htm,,06.20.43.20.55,02.35.96.84.14,Gestion libre : Nous consulter  Taxe de séjour : None Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non Chèques vacances : Oui,"
Situé au centre du département, entre Seine et mer, dans un corps de ferme de caractère datant du 18ème siècle, vous serez reçus dans une ancienne grange et manège pouvant recevoir de 20 à 200 personnes avec 29 couchages répartis en 8 chambres. Accessibilité handicapés. Salle de réception de 152 m² et une grange ""jardin couvert"" de 200 m² pour recevoir en vins d'honneur, cocktails,séminaires."
Château de Saint Gervais,35,202 km,201966,2 hours 17 mins,8237,2 hours 4 mins,7465,"51 Annerolles, 27260 Asnieres, France","49.20597,0.405078",http://www.grandsgites.com/gite-27-chateau-st-gervais-1281.htm,,06.19.97.80.06,02.32.46.85.78 / 01.40.87.12.66,"Gestion libre : None  Autres infos : Tarifs ci-dessus pour le château 23 couchages.  Taxe de séjour : 0,50 €/nuit/pers. de + 18 ans Location draps : 8 €/pers. Ménage fin de séjour : 240 € Animaux : Non admis Chèques vacances : Non","
A moins de 2 h de Paris, maison de caractère entièrement rénovée, billard et salles de jeux dans le château, parc de 70 ha, tennis, terrains de boules, trampolines, balançoires... Idéal pour séjourner en famille ou entre amis. 
Gastronomie normande et tous commerces à Cormeilles (6 km), grand parc zoologique à Moyaux (6 km); Abbayes, châteaux et côte normande à 30 km."
La Cascade de Gertrude,48,175 km,175088,2 hours 6 mins,7573,1 hour 54 mins,6813,"300 Rue À l'Eau, 76490 Maulévrier-Sainte-Gertrude, France","49.544793, 0.708732",http://www.grandsgites.com/gite-76-cascade-gertrude-3127.htm,,06.01.40.01.04,09.81.83.97.36,"Gestion libre : None  Autres infos : Location tables rondes : 10 €/table (6 tables disponibles)  Taxe de séjour : 0,50 €/pers./nuit Location draps : 5 € Ménage fin de séjour : 80 € Animaux : Admis Chèques vacances : Oui","
A 2 km de Caudebec en Caux, 35 km de Rouen et 2 heures de Paris, notre gîte est niché dans une charmante vallée, à Maulevrier Sainte-Gertrude, au pied d'une rivière et du Parc Naturel des Boucles de la Seine. Le chemin de randonnée GR 211 sera le point de départ de vos balades."
La Huilerie,15,232 km,232453,2 hours 45 mins,9909,2 hours 31 mins,9078,"9 Rue Lamartine, 76117 Incheville, France","50.018598,1.498924",http://www.grandsgites.com/gite-76-huilerie-1083.htm,,,02.35.50.64.14,Gestion libre : None  Autres infos : Le forfait ménage est obligatoire.  Taxe de séjour : Incluse Location draps : 15 € Ménage fin de séjour : 100 € Animaux : Admis Chèques vacances : Non,"
Faites vous plaisir, créez vos souvenirs au sein d'un véritable écrin de verdure les pieds dans l'eau. Gîte de standing fraichement rénové dans une propriété de famille de 9 hectares avec lac privé et rivières, pinède, prairies. Entre Normandie et Picardie, à 10 mn du Tréport, de la ravissante station balnéaire ""Belle Epoque"" de Mers-les-Bains, au sud de la Baie de Somme et au pied de la forêt d'Eu. Espace et convivialité pour réussir votre séjour entre amis ou en famille. Cheminée et bois, jardin avec vue sur le lac et l'ensemble de la propriété. Salle de jeux et de détente (trampoline géant, baby-foot, jeux), ponton, barque, pêche. Venez profiter des innombrables plaisirs que la nature offre : plages, promenades et randonnées à pied, en vélo ou à cheval, falaises, Baie de Somme, sports nautiques, char à voile, VTT, pêche, ornithologie, sorties, visites...
Autre gîte ""Le Chalet du Pêcheur"" pour 25 personnes et salle de réception, de séminaire sur la même propriété, à l'autre extrémité du lac (500m)."
Gite du Point du Jour,28,155 km,154822,2 hours 16 mins,8138,2 hours 4 mins,7411,"280 Le Point du Jour, 76780 Sigy-en-Bray, France","49.548880, 1.492941",http://www.grandsgites.com/gite-76-point-du-jour-2620.htm,,06.75.52.78.17,09.52.35.07.52,"Gestion libre : None  Taxe de séjour : 0,50 €/nuit/pers. + 13 ans Location draps : 5 € Ménage fin de séjour : 60 €/gite Animaux : Admis sous conditions Chèques vacances : Non","
Au calme, au bord de la rivière l'Andelle et à proximité du village, 2 gites de 14 personnes loués ensemble ou séparément sur une surface de 2000m². Dans 1 gite une salle de 50m² pouvant accueillir 40 personnes pour des réunions de famille, parking dans la cour, situé sur le passage de circuit pédestre et cyclo et à 10 km de la voie verte pouvant rejoindre Dieppe."
Relais Le Rocher,20,96.6 km,96632,1 hour 20 mins,4825,1 hour 9 mins,4141,"7-9 Route de Mestreville, 27950 Saint-Pierre-d'Autils, France","49.129562, 1.429963",http://www.grandsgites.com/gite-27-relais-rocher-3530.htm,,06.15.49.57.35,02.32.52.18.43,"Gestion libre : None  Taxe de séjour : 0,50 €/nuit/pers. Location draps : 100 € Ménage fin de séjour : 100 € Animaux : Non admis Chèques vacances : Non","
Belle maison de maître transformée en gîte. La maison dispose de 9 chambres, 4 salles de bain, un grand salon, une salle à manger une grande cuisine avec tout le nécessaire pour mijoter de bons grands plats, un grand jardin avec barbecue, cage de foot, table de ping pong, balançoire et jeux pour les petits. Grande maison gaie et colorée ambiance chaleureuse et familiale pour un moment de détente à la campagne aux portes de la normandie à 1h de Paris et 1h30 de la côte. C'est votre maison de campagne le temps d'un week-end."
Le Clos Saint-Lucien,18,150 km,149952,2 hours 10 mins,7800,1 hour 58 mins,7072,"557 Route de Nolleval, 76780 Sigy-en-Bray, France","49.507056,1.453326",http://www.grandsgites.com/gite-76-clos-saint-lucien-1411.htm,,06.98.34.06.18,09.67.00.17.75,"Gestion libre : None  Autres infos : Tous nos tarifs sont hors consommables : bois et électricité refacturées à prix coûtant.  Taxe de séjour : 0,50 €/pers./nuit Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Admis - Nous consulter Chèques vacances : Non","
Le Clos Saint-Lucien est situé sur un domaine paysagé et arboré d'un hectare. Ancien manège du 19ème siècle, avec architecture et décoration contemporaine, le Clos Saint-Lucien est un grand gîte de 250 m². Il comprend: un grand salon-salle à manger de 100 m² avec poêle à bois suédois et piano, une cuisine de 21 m² entièrement équipée avec piano de cuisson 5 feux, lave-vaisselle, micro-onde, etc, un grand couloir avec deux sanitaires supplémentaires, 6 chambres dont deux avec salle de douche et WC privatifs, les 4 autres chambres situées en mezzanine au dessus du grand salon bénéficient d'une salle de bain confortable avec baignoire, douche et lavabo double vasque. Un lit bébé + chaise haute. Parking privatif de 10 voitures + possibilité de garer une dizaine de voitures supplémentaires en épis devant la propriété.
Location au week-end et à la semaine. Possibilité d'organiser des fêtes familiales, des mariages, des séminaires. En options illuminations extérieures, ambiances lumineuses intérieures, sono, nappages, vaisselles et tonnelle pour 40 personnes.
"
Le Colombier,12,198 km,197621,2 hours 16 mins,8160,2 hours 3 mins,7373,"105 Sentier de l'Abbaye, 76550 Offranville, France","49.869909,1.052514",http://www.grandsgites.com/gite-76-le-colombier-879.htm,,,06.87.04.40.06,"Gestion libre : None  Autres infos : Les enfants de moins de 13 ans, personnes handicapées... ne sont pas soumis à la taxe de séjour.  Taxe de séjour : 0,85 €/pers./nuit Location draps : 4,50 € Ménage fin de séjour : 55 € Animaux : Non admis Chèques vacances : Oui","
Reconnu comme l'un des plus beaux gîtes en France, apprécié par des hôtes de tous pays, ce Colombier de 1614, classé, aux dimensions exceptionnelles vous accueille avec une originalité, un espace et un charme véritablement hors du commun. Sous l'impressionnante enrayure de chêne (70 poutres placées en étoile) portée par le puissant pilier central, se trouvent l'espace salle à manger (12 à 14 convives prennent place autour de la grande table), un espace salon convivial et l'espace cuisine beau et fonctionnel. 5 chambres de caractère, spacieuses (de 17 à 50 m² pour la plus grande chambre sous la charpente ajourée), toutes avec de belles poutres centenaires et un mobilier de charme, vous enchanteront. Présence de 2 salles de bain avec WC.
"
A la Palmeraie,24,192 km,192100,2 hours 11 mins,7834,1 hour 58 mins,7067,"3 L'Église, 27560 Épreville-en-Lieuvin, France","49.20300,0.53688",http://www.grandsgites.com/gite-27-a-la-palmeraie-207.htm,,,06.21.70.15.16,"Gestion libre : None  None None None Consultez nos offres :   Autres infos : Tarifs forfaitaires pour 24 personnes (Moins de pers. : tarifs identiques)
  Taxe de séjour : Non incluse Location draps : 18 €/lit Ménage fin de séjour : Inclus Animaux : Oui Chèques vacances : Non","
Gîte respectant le style Normand, petit coin d'exotisme dans un cadre champêtre. Très bel espace de vie, avec un décor intérieur/extérieur exotique et très reposant. Le dépaysement et la détente sont les maîtres mots de ce petit paradis Normand, où vous serez chaleureusement accueillis."
Les Grands Chênes,13,189 km,188967,2 hours 9 mins,7730,1 hour 56 mins,6938,"84 La Mare Hébergé, 76430 Les Trois-Pierres, France","49.540353,0.404819",http://www.grandsgites.com/gite-76-grands-chenes-1047.htm,,06.29.92.12.62,02.32.84.29.94,Gestion libre : None  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : 80 € Animaux : Admis 25 € Chèques vacances : Oui (pas + de 50%),"
Entre Etretat et Honfleur, nous vous proposons différentes formules d'hébergements pour vos vacances ou vos réceptions dans un ensemble typiquement normand de trois hectares où les ânes et les chevaux pâturent. Confort, nature, calme et harmonie pour ces gîtes de standing et de caractère où vous trouverez une piscine sécurisée intégrée dans un jardin paysagé avec passion. Vous séjournerez dans une ancienne étable restaurée avec des matériaux écologiques. La décoration et l'équipement sont modernes et raffinés.Nous proposons également un magasin à la ferme de produits locaux et la possibilité en saison de cueillir soi-même les légumes et les fruits rouges. Possibilités de compléter l'hébergement avec le gite d'une voisine."
A la Bambouseraie,23,198 km,197984,2 hours 15 mins,8094,2 hours 2 mins,7322,"61 La Heroudière, 27230 Piencourt, France","49.1693975,0.4208922",http://www.grandsgites.com/gite-27-a-la-bambouseraie-216.htm,,,06.21.70.15.16,Gestion libre : None  None None None Consultez nos offres :   Autres infos : Tarifs forfaitaires pour 23 personnes (Moins de pers. : tarifs identiques si vous souhaitez privatiser le domaine)  Taxe de séjour : Incluse Location draps : 18 € Ménage fin de séjour : Inclus Animaux : Oui Chèques vacances : Non,"
Magnifique propriété arboré, calme et atypique dans la campagne Normande. Très bel espace de vie sur 4000 m² de terrain, idéalement situé pour des vacances en famille, groupes d'amis ou réunions professionnelles. Parfaitement approprié pour fêter des anniversaires, communions, baptêmes ou autres...  "
Le Clos des Effraies,50,218 km,217721,2 hours 31 mins,9050,2 hours 17 mins,8238,"Route de la Pigeonnière, 76280 Saint-Jouin-Bruneval, France","49.622911, 0.197392",http://www.grandsgites.com/gite-76-clos-effraies-2875.htm,,06.35.32.37.25,06.09.60.13.93,Gestion libre : None  Autres infos : Tarifs de base pour 36 couchages.   Taxe de séjour : Non inclus Location draps : Inclus Ménage fin de séjour : 300 € Animaux : Admis Chèques vacances : Non,"
Au sein d'un clos masure traditionnel cauchois de plus de 4 hectares, nous vous proposons une grange aménagée en salle de réception avec dortoirs à l'étage. 2 chalets isolés de 4 couchages chacun sont également disponibles sur le coteau de notre cour de ferme. Nous proposons aussi des chambres d'hôtes en complément. Cuisine professionnelle à disposition et salle de réception pour 80 personnes maximum.
Grande terrasse donnant sur la campagne, cadre champêtre et possibilité de camping sur place. N'hésitez pas à nous contacter pour plus de renseignements.
"
La Ferme de Drumare,59,197 km,197369,2 hours 19 mins,8337,2 hours 6 mins,7541,"Ferme Drumare, 76430 Sainneville, France","49.552271,0.280531",http://www.grandsgites.com/gite-76-ferme-drumare-2050.htm,,06.07.70.01.01,02.35.20.59.29,Gestion libre : None  Taxe de séjour : Incluse Location draps : 5 € Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Non,"
La Ferme de Drumare est un très joli lieu ou vous séjournerez en pleine nature dans un corps de ferme typiquement Normand du XVI ème siècle, à 15 minutes du Havre et à 20 minutes de Honfleur ou d'Etretat. Nous disposons de 2 gites indépendants et clôturés avec salle de réception de 125 m² et 197 m². La location peut se faire en semaine à la nuitée ou au week-end pour vos manifestations familiales.
"
Ass Jeanne d'Arc Evreux,48,106 km,106259,1 hour 30 mins,5423,1 hour 19 mins,4743,"42 Rue Saint-Germain, 27000 Évreux, France","49.018844, 1.137454",http://www.grandsgites.com/gite-27-jaevreux-2885.htm,,,02.32.33.05.14,Gestion libre : 17 € Nuit + Petit-déj : 23 € Demi-pension : 34 € Pension complète : 39 €  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Oui,"
Au coeur de la Normandie, entre Rouen, Paris, Giverny, proche des plages du débarquement, notre structure associative vous accueille dans un espace de verdure en plein coeur de la ville d'Evreux.
l'hébergement est situé en centre ville proche de la Gare SNCF, commerces, piscine, cinéma, bowling. Terrains de sports à disposition. Accès direct sur la voie verte. Idéal pour des fêtes familiales, entre amis ou stages sportifs."
Gites du champ de bataille,22,132 km,132333,1 hour 54 mins,6833,1 hour 42 mins,6148,"2 Chemin de la Mare Plate, 27170 Écardenville-la-Campagne, France","49.133533, 0.847131",http://www.grandsgites.com/gite-27-champ-bataille-1700.htm,,06.27.84.49.00,02.32.67.25.02,Gestion libre : Nous consulter  Autres infos : Nous consulter pour un tarif précis  Taxe de séjour : Incluse Location draps : 7 € Ménage fin de séjour : Non inclus Animaux : Non admis Chèques vacances : Oui,"
Possibilité de louer individuellement chaque gite ou grouper si besoin 22 couchages. Nous vous accueillons dans un site au calme à 1h30 de Paris et à 5mn de toutes les commodités (le Neubourg et son marché réputé aux animaux et maraichers du mercredi). Gite de la mare plate avec grand jardin clos de 2000m², piscine chauffée 28-30°c en saison (à partir du 1er mai jusque fin septembre) hors sol 5m50 diamètre 1m30 hauteur d'eau, buts de football, terrain de pétanque éclairé, longère et charreterie abritant table de ping pong et grand barbecue. Gite des Serfs et gite ""Ma Maison"" partagent le même jardin, proximité du gite de la Mare Plate : passage à travers une arche de haie pour y accéder, grand jardin 2000m² avec terrain de volley ball. L'ensemble de la propriété des 3 gites se situent a 5mn des prestigieux golf et château du Champ de Bataille, 5mn voie verte pour rollers et vélo, 5mn de la forêt, 8mn lac et activité canoé, et pour vos enterrements de vie de garçons et filles : paint ball, quad, canoé, golf, ulm, accrobranches et spa privatisable à proximité. Possibilité de vous faire livrer vos courses avant votre arrivée."
La ferme du Meslay,14,182 km,182171,2 hours 3 mins,7408,1 hour 50 mins,6615,"1808 Route de Tancarville, 76430 La Cerlangue, France","49.497425, 0.430188",http://www.grandsgites.com/gite-76-ferme-meslay-546.htm,,06.17.07.28.63 ,02.35.20.50.64 ,Gestion libre : None  Autres infos : Chauffage et électricité inclus  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non Chèques vacances : Non,"
Depuis 10 ans Catherine et Rémy vous accueillent dans un gîte entièrement restauré dans son style normand. Proche de la région parisienne et de toutes les destinations touristiques (Honfleur, Etretat, Fecamp, le marais Vernier). De plus un chemin pédestre traverse le corps de ferme pour vous emmener jusqu'à Etretat à pied."
Gite de L'Auberge de la Comtesse,33,123 km,122504,1 hour 46 mins,6383,1 hour 35 mins,5700,"1 Rue de Villeneuve, 27190 Beaubray, France","48.901733, 0.898679",http://www.grandsgites.com/gite-27-auberge-comtesse-3274.htm,,,06.50.56.52.70 / 06.62.05.17.05,Gestion libre : None  None None None 1095 € TTC pour les week-ends du 10 et du 24/02/2107  Taxe de séjour : Incluse Location draps : 150 € Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Oui,"
Authentique domaine normand du XVIIème siècle, entre forêt et campagne, à 1H30 de paris et 25 mn d'Evreux. Les dépendances sont composées d'un gite 6 personnes, de 3 grandes chambres doubles, de 2 dortoirs de 6 et 8 lits, d'une ancienne grange rénovée de 70m² équipée de tables, chaises et coin canapé/TV, pour vous réunir, diner et/ou faire la fête, et d'une grande cuisine professionnelle entièrement équipée pour préparer en famille ou en groupe les repas. Profitez, sur place, d'une salle de fitness récente pour une remise en forme complète. Un forfait de 2h d'accès au sauna finlandais est compris dans la location."
Moulin des Chérottes,47,108 km,107546,1 hour 33 mins,5585,1 hour 22 mins,4898,"75 Rue du Château d'Eau, 27240 Damville, France","48.861225, 1.055034",http://www.grandsgites.com/gite-27-moulin-cherottes-2867.htm,,,06.77.33.34.47,"Gestion libre : None  Autres infos : Tout est inclus, ménage, chauffage, internet, draps (hormis draps du dessus et serviette de toilette).  Taxe de séjour : Incluse Location draps : 2 € Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Non","
Ce gîte est un ancien Moulin à eau construit sur l'Iton dont les rouages sont encore présents dans la salle à manger du bas. Construit sur 4 niveaux sa superficie est de 500 m² (+ 140m² pour la petite maison, dépendance). Au RDC du Moulin : une cuisine équipée, une salle à manger pour un maximum de 50 personnes. Tous les couverts et ustensiles de cuisines sont fournis. 1 grande chambre avec 3 lits simples. Une sortie coté cours, une sur le jacuzzi. Avec une salle de bain handicapée disposant d'une douche à l'italienne d'un toilette et d'un lavabo. Au 1er étage: une salle de réception ou de travail de 20m x 6,5m. Au 2ème étage: 7 chambres dont 4 chambres avec 2 lits simples, 1 chambre avec un lit double, 2 chambres avec 3 lits simples. 5 des 7 chambres ont une salle de bains privative (douche + lavabo) et une salle de bain indépendante est disponible pour les autres chambres. Au 3èpme étage:
2 chambres de 4 lits simples, chacune avec sa salle de bain privative (baignoire d'angle). 1 dortoir de 10 lits simples et salle de douche (3 douches). 1 salle de bain. 1 WC."
Gites de Saint Gervais,12,203 km,202827,2 hours 21 mins,8485,2 hours 9 mins,7713,"Le Château, 27260 Asnieres, France","49.206152,0.401675",http://www.grandsgites.com/gite-27-st-gervais-1315.htm,,06.19.97.80.06,02.32.46.85.78 / 01.40.87.12.66,"Gestion libre : None  Autres infos : Tarif dégressif pour plusieurs semaines.  Taxe de séjour : 0,50 €/nuit/pers. de + 18 ans Location draps : 8 €/pers. Ménage fin de séjour : 120 € Animaux : Admis 20 € Chèques vacances : Non","
A moins de 2 h de Paris, cette chaumière (ancienne dépendance du château) comporte deux installations indépendantes qui communiquent pour former un seul hébergement et vous permettre de bénéficier de 2 cuisines, 2 séjours, 5 chambres (dont 2 petites). Située face au pigeonnier, accolée à l’ancienne porterie, cette chaumière typiquement normande se situe au milieu d'un parc de 70 ha avec tennis et terrains de boules sur la propriété; Idéal pour séjourner en famille ou entre amis. Possibilité de location du château (23 personnes) en plus des gites pour atteindre 35 personnes."
Gite de la Mare Plate,12,132 km,132342,1 hour 53 mins,6799,1 hour 42 mins,6114,"4 Rue Saint-Philippe, 27170 Écardenville-la-Campagne, France","49.1343849,0.8460760",http://www.grandsgites.com/gite-27-mare-plate-780.htm,,06.27.84.49.00,02.32.67.25.02,Gestion libre : None  Taxe de séjour : Incluse Location draps : 7 € Ménage fin de séjour : 90 € Animaux : Non admis Chèques vacances : Oui,"
Nous vous accueillons dans le village d 'Ecardenville à 5mn du Neubourg et toutes ses commodités, proche du gite le golf et château du champ de bataille, la mer Deauville à 45mn, base de plein air et kayak a 8mn Brionne, vous partagerez des moments inoubliables en campagne avec une piscine chauffée extérieure à 28°, des équipements extérieurs qui permettront d’agrémenter vos journées tel qu'un terrain de volley, possibilité de prêt de vélos. Dans le gite de la mare plate 3 épis l'équipement haut de gamme vous permet de recevoir pour les repas en commun 22 personnes, sur le terrain clos 2000m² une piscine extérieure chauffée, buts de football, terrain de pétanque, bâtiment normand permettant de partager les repas à l'abri du soleil, table de ping-pong."
La Ferme et L'Etable,50,216 km,215930,2 hours 37 mins,9399,2 hours 23 mins,8596,"Château du Hamel, 76660 Grandcourt, France","49.9141001,1.4886689",http://www.grandsgites.com/gite-76-la-ferme-europeenne-430.htm,,,02.35.94.70.90,Gestion libre : Forfait week-end :  Taxe de séjour : Incluse Location draps : 5 € / lit Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Oui,"
Ferme pédagogique qui s'étend sur 30 Ha. Deux gîtes dans les dépendances d'un Manoir du 18ème. Nombreux chemins de randonnées à partir des gîtes. A 20km de la mer."
Gîte de Gaillefontaine,27,161 km,161283,2 hours 21 mins,8448,2 hours 7 mins,7629,"28-36 Gr Grande Rue, 76870 Gaillefontaine, France","49.653821,1.618466",http://www.grandsgites.com/gite-76-gaillefontaine-1137.htm,,06.70.80.56.36,02.35.90.95.11,"Gestion libre : Chambre en rez-de-chaussée à 4 lits : 50,00 €  Autres infos : Possibilité de louer des Vtt :  Taxe de séjour : None Location draps : 3,50 € Ménage fin de séjour : None Animaux : Admis Chèques vacances : Oui","
Gîte pour 27 personnes avec une grande salle commune. Gîte situé dans une cour fermée avec places de parking pour les véhicules. Gîte non fumeur."
